tool,stratum,tier,path_cut_lr,n_genes,k,training_genes,training_n_damaging,training_n_normal,seed_key,fit_status,threshold,tier_reached,heldout_gene,heldout_n_damaging,heldout_n_normal,heldout_n_in_band,heldout_n_damaging_in_band,heldout_n_normal_in_band,heldout_lr,evaluable,cleared_cut,not_evaluable_reason
avi,s11_50,strong,18.7,6,2,BAP1;RAD51C,173,2045,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BAP1;VHL,150,1378,subset,fitted,0.7214831709861755,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,2,BAP1;VHL,150,1378,subset,fitted,0.7214831709861755,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,2,BAP1;VHL,150,1378,subset,fitted,0.7214831709861755,True,PALB2,15,449,13,4,9,13.303703703703702,True,True,
avi,s11_50,moderate,4.33,6,2,BAP1;VHL,150,1378,subset,fitted,0.7214831709861755,True,RAD51C,36,729,17,12,5,48.6,True,True,
avi,s11_50,strong,18.7,6,2,BAP1;VHL,150,1378,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BAP1;VHL,150,1378,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BAP1;VHL,150,1378,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BAP1;VHL,150,1378,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BARD1;BRCA1,24,1756,subset,fitted,0.6447524428367615,True,BAP1,137,1316,51,29,22,12.66224286662243,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;BRCA1,24,1756,subset,fitted,0.6447524428367615,True,PALB2,15,449,17,4,13,9.21025641025641,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;BRCA1,24,1756,subset,fitted,0.6447524428367615,True,RAD51C,36,729,23,13,10,26.325,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;BRCA1,24,1756,subset,fitted,0.6447524428367615,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,2,BARD1;BRCA1,24,1756,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;BRCA1,24,1756,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;BRCA1,24,1756,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;BRCA1,24,1756,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BARD1;PALB2,36,1863,subset,fitted,0.6164355278015137,True,BAP1,137,1316,57,32,25,12.295474452554744,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;PALB2,36,1863,subset,fitted,0.6164355278015137,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,2,BARD1;PALB2,36,1863,subset,fitted,0.6164355278015137,True,RAD51C,36,729,26,14,12,23.625,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;PALB2,36,1863,subset,fitted,0.6164355278015137,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,2,BARD1;PALB2,36,1863,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;PALB2,36,1863,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;PALB2,36,1863,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;PALB2,36,1863,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BARD1;RAD51C,57,2143,subset,fitted,0.6485791802406311,True,BAP1,137,1316,50,29,21,13.26520681265207,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;RAD51C,57,2143,subset,fitted,0.6485791802406311,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,2,BARD1;RAD51C,57,2143,subset,fitted,0.6485791802406311,True,PALB2,15,449,17,4,13,9.21025641025641,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;RAD51C,57,2143,subset,fitted,0.6485791802406311,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,2,BARD1;RAD51C,57,2143,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;RAD51C,57,2143,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;RAD51C,57,2143,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;RAD51C,57,2143,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BARD1;VHL,34,1476,subset,fitted,0.7749542593955994,True,BAP1,137,1316,30,23,7,31.562043795620436,True,True,
avi,s11_50,moderate,4.33,6,2,BARD1;VHL,34,1476,subset,fitted,0.7749542593955994,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,2,BARD1;VHL,34,1476,subset,fitted,0.7749542593955994,True,PALB2,15,449,9,3,6,,False,,fewer than 10 variants in the band
avi,s11_50,moderate,4.33,6,2,BARD1;VHL,34,1476,subset,fitted,0.7749542593955994,True,RAD51C,36,729,14,10,4,50.62500000000001,True,True,
avi,s11_50,strong,18.7,6,2,BARD1;VHL,34,1476,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;VHL,34,1476,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;VHL,34,1476,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BARD1;VHL,34,1476,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;PALB2,18,791,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;RAD51C,39,1071,subset,fitted,0.8127641081809998,True,BAP1,137,1316,28,21,7,28.817518248175183,True,True,
avi,s11_50,moderate,4.33,6,2,BRCA1;RAD51C,39,1071,subset,fitted,0.8127641081809998,True,BARD1,21,1414,22,13,9,97.25925925925925,True,True,
avi,s11_50,moderate,4.33,6,2,BRCA1;RAD51C,39,1071,subset,fitted,0.8127641081809998,True,PALB2,15,449,9,3,6,,False,,fewer than 10 variants in the band
avi,s11_50,moderate,4.33,6,2,BRCA1;RAD51C,39,1071,subset,fitted,0.8127641081809998,True,VHL,13,62,4,4,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,2,BRCA1;RAD51C,39,1071,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;RAD51C,39,1071,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;RAD51C,39,1071,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;RAD51C,39,1071,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;VHL,16,404,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;VHL,16,404,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;VHL,16,404,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,BRCA1;VHL,16,404,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;VHL,16,404,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;VHL,16,404,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;VHL,16,404,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,BRCA1;VHL,16,404,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,PALB2;RAD51C,51,1178,subset,fitted,0.7500016689300537,True,BAP1,137,1316,33,25,8,30.01824817518248,True,True,
avi,s11_50,moderate,4.33,6,2,PALB2;RAD51C,51,1178,subset,fitted,0.7500016689300537,True,BARD1,21,1414,27,13,14,62.523809523809526,True,True,
avi,s11_50,moderate,4.33,6,2,PALB2;RAD51C,51,1178,subset,fitted,0.7500016689300537,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,2,PALB2;RAD51C,51,1178,subset,fitted,0.7500016689300537,True,VHL,13,62,6,6,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,2,PALB2;RAD51C,51,1178,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;RAD51C,51,1178,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;RAD51C,51,1178,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;RAD51C,51,1178,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,PALB2;VHL,28,511,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,PALB2;VHL,28,511,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,PALB2;VHL,28,511,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,PALB2;VHL,28,511,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;VHL,28,511,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;VHL,28,511,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;VHL,28,511,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,PALB2;VHL,28,511,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,2,RAD51C;VHL,49,791,subset,fitted,1.0643736124038696,True,BAP1,137,1316,11,10,1,96.05839416058393,True,True,
avi,s11_50,moderate,4.33,6,2,RAD51C;VHL,49,791,subset,fitted,1.0643736124038696,True,BARD1,21,1414,8,5,3,,False,,fewer than 10 variants in the band
avi,s11_50,moderate,4.33,6,2,RAD51C;VHL,49,791,subset,fitted,1.0643736124038696,True,BRCA1,3,342,1,1,0,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,2,RAD51C;VHL,49,791,subset,fitted,1.0643736124038696,True,PALB2,15,449,2,2,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,2,RAD51C;VHL,49,791,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,RAD51C;VHL,49,791,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,RAD51C;VHL,49,791,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,2,RAD51C;VHL,49,791,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;BRCA1,161,3072,subset,fitted,0.6703903079032898,True,PALB2,15,449,16,4,12,9.977777777777778,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;BRCA1,161,3072,subset,fitted,0.6703903079032898,True,RAD51C,36,729,21,13,8,32.90625,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;BRCA1,161,3072,subset,fitted,0.6703903079032898,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;BRCA1,161,3072,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;BRCA1,161,3072,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;BRCA1,161,3072,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;PALB2,173,3179,subset,fitted,0.777763307094574,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;PALB2,173,3179,subset,fitted,0.777763307094574,True,RAD51C,36,729,14,10,4,50.62500000000001,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;PALB2,173,3179,subset,fitted,0.777763307094574,True,VHL,13,62,4,4,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;PALB2,173,3179,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;PALB2,173,3179,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;PALB2,173,3179,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;RAD51C,194,3459,subset,fitted,0.6842817664146423,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;RAD51C,194,3459,subset,fitted,0.6842817664146423,True,PALB2,15,449,16,4,12,9.977777777777778,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;RAD51C,194,3459,subset,fitted,0.6842817664146423,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;RAD51C,194,3459,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;RAD51C,194,3459,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;RAD51C,194,3459,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;VHL,171,2792,subset,fitted,0.6516053080558777,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;VHL,171,2792,subset,fitted,0.6516053080558777,True,PALB2,15,449,16,4,12,9.977777777777778,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BARD1;VHL,171,2792,subset,fitted,0.6516053080558777,True,RAD51C,36,729,23,13,10,26.325,True,True,
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;VHL,171,2792,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;VHL,171,2792,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BARD1;VHL,171,2792,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;PALB2,155,2107,subset,fitted,0.7214831709861755,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;PALB2,155,2107,subset,fitted,0.7214831709861755,True,RAD51C,36,729,17,12,5,48.6,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;PALB2,155,2107,subset,fitted,0.7214831709861755,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;PALB2,155,2107,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;PALB2,155,2107,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;PALB2,155,2107,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;RAD51C,176,2387,subset,fitted,0.702484130859375,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;RAD51C,176,2387,subset,fitted,0.702484130859375,True,PALB2,15,449,14,4,10,11.973333333333333,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;RAD51C,176,2387,subset,fitted,0.702484130859375,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;RAD51C,176,2387,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;RAD51C,176,2387,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;RAD51C,176,2387,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;VHL,153,1720,subset,fitted,0.6842817664146423,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;VHL,153,1720,subset,fitted,0.6842817664146423,True,PALB2,15,449,16,4,12,9.977777777777778,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;BRCA1;VHL,153,1720,subset,fitted,0.6842817664146423,True,RAD51C,36,729,21,13,8,32.90625,True,True,
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;VHL,153,1720,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;VHL,153,1720,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;BRCA1;VHL,153,1720,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;PALB2;RAD51C,188,2494,subset,fitted,0.6842817664146423,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;PALB2;RAD51C,188,2494,subset,fitted,0.6842817664146423,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BAP1;PALB2;RAD51C,188,2494,subset,fitted,0.6842817664146423,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BAP1;PALB2;RAD51C,188,2494,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;PALB2;RAD51C,188,2494,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;PALB2;RAD51C,188,2494,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;PALB2;VHL,165,1827,subset,fitted,0.6963065266609192,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;PALB2;VHL,165,1827,subset,fitted,0.6963065266609192,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BAP1;PALB2;VHL,165,1827,subset,fitted,0.6963065266609192,True,RAD51C,36,729,21,13,8,32.90625,True,True,
avi,s11_50,strong,18.7,6,3,BAP1;PALB2;VHL,165,1827,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;PALB2;VHL,165,1827,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;PALB2;VHL,165,1827,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BAP1;RAD51C;VHL,186,2107,subset,fitted,0.6842817664146423,True,BARD1,21,1414,30,14,16,58.916666666666664,True,True,
avi,s11_50,moderate,4.33,6,3,BAP1;RAD51C;VHL,186,2107,subset,fitted,0.6842817664146423,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BAP1;RAD51C;VHL,186,2107,subset,fitted,0.6842817664146423,True,PALB2,15,449,16,4,12,9.977777777777778,True,True,
avi,s11_50,strong,18.7,6,3,BAP1;RAD51C;VHL,186,2107,subset,fitted,,False,BARD1,21,1414,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;RAD51C;VHL,186,2107,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BAP1;RAD51C;VHL,186,2107,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;PALB2,39,2205,subset,fitted,0.5985968112945557,True,BAP1,137,1316,68,33,35,9.056934306569344,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;PALB2,39,2205,subset,fitted,0.5985968112945557,True,RAD51C,36,729,28,14,14,20.25,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;PALB2,39,2205,subset,fitted,0.5985968112945557,True,VHL,13,62,8,7,1,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;PALB2,39,2205,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;PALB2,39,2205,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;PALB2,39,2205,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;RAD51C,60,2485,subset,fitted,0.6372499465942383,True,BAP1,137,1316,52,29,23,12.111710568073628,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;RAD51C,60,2485,subset,fitted,0.6372499465942383,True,PALB2,15,449,17,4,13,9.21025641025641,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;RAD51C,60,2485,subset,fitted,0.6372499465942383,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;RAD51C,60,2485,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;RAD51C,60,2485,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;RAD51C,60,2485,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;VHL,37,1818,subset,fitted,0.6447524428367615,True,BAP1,137,1316,51,29,22,12.66224286662243,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;VHL,37,1818,subset,fitted,0.6447524428367615,True,PALB2,15,449,17,4,13,9.21025641025641,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;BRCA1;VHL,37,1818,subset,fitted,0.6447524428367615,True,RAD51C,36,729,23,13,10,26.325,True,True,
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;VHL,37,1818,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;VHL,37,1818,subset,fitted,,False,PALB2,15,449,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;BRCA1;VHL,37,1818,subset,fitted,,False,RAD51C,36,729,,,,,False,,tier not reached on the training genes
avi,s11_50,moderate,4.33,6,3,BARD1;PALB2;RAD51C,72,2592,subset,fitted,0.6704428195953369,True,BAP1,137,1316,48,28,20,13.448175182481751,True,True,
avi,s11_50,moderate,4.33,6,3,BARD1;PALB2;RAD51C,72,2592,subset,fitted,0.6704428195953369,True,BRCA1,3,342,6,1,5,,False,,held-out gene has fewer than 10 damaging or 10 normal variants
avi,s11_50,moderate,4.33,6,3,BARD1;PALB2;RAD51C,72,2592,subset,fitted,0.6704428195953369,True,VHL,13,62,7,7,0,,False,,fewer than 10 variants in the band
avi,s11_50,strong,18.7,6,3,BARD1;PALB2;RAD51C,72,2592,subset,fitted,,False,BAP1,137,1316,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;PALB2;RAD51C,72,2592,subset,fitted,,False,BRCA1,3,342,,,,,False,,tier not reached on the training genes
avi,s11_50,strong,18.7,6,3,BARD1;PALB2;RAD51C,72,2592,subset,fitted,,False,VHL,13,62,,,,,False,,tier not reached on the training genes
